driver_id,month_a,month_b,county,trips_a,trips_b,trip_count_ratio,nodes_a,nodes_b,edges_a,edges_b,weighted_node_overlap_min,weighted_edge_overlap_min,node_jaccard_similarity,edge_jaccard_similarity,node_change_component,edge_change_component,node_weight,edge_weight,rcci_v1,confidence_label,confidence_reason,interpretation_label,added_nodes,removed_nodes,added_edges,removed_edges,shared_nodes,shared_edges,data_quality_flag
ca351c04cfabaae40cb77059ef799f4a,2022-12,2023-01,Palm Beach County,2,2,1.0,114,79,112,77,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context,79,114,77,112,0,0,low_trip_count_month
ca351c04cfabaae40cb77059ef799f4a,2023-01,2023-02,Broward County,131,115,1.1391304347826088,3158,3487,3423,3721,0.42744063324538256,0.387345833751128,0.3960084033613445,0.35843316219813653,0.5725593667546174,0.612654166248872,0.5,0.5,59.260676650174474,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE,1602,1273,1836,1538,1885,1885,ok
ca351c04cfabaae40cb77059ef799f4a,2023-01,2023-02,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-01,2023-02,Palm Beach County,2,1,2.0,79,2,77,1,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context,2,79,1,77,0,0,low_trip_count_month
ca351c04cfabaae40cb77059ef799f4a,2023-02,2023-03,Broward County,115,61,1.8852459016393444,3487,1722,3721,1829,0.2908442633388514,0.266861425123841,0.29255583126550866,0.26799177518848527,0.7091557366611486,0.733138574876159,0.5,0.5,72.11471557686538,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE,543,2308,656,2548,1179,1173,ok
ca351c04cfabaae40cb77059ef799f4a,2023-02,2023-03,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-02,2023-03,Palm Beach County,1,0,,2,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,2,0,1,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-03,2023-04,Broward County,61,0,,1722,0,1829,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,1722,0,1829,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-03,2023-04,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-03,2023-04,Palm Beach County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-04,2023-05,Broward County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-04,2023-05,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-04,2023-05,Palm Beach County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-05,2023-06,Broward County,0,110,,0,3092,0,3319,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,3092,0,3319,0,0,0,month_a_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-05,2023-06,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-05,2023-06,Palm Beach County,0,3,,0,180,0,179,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,180,0,179,0,0,0,month_a_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-06,2023-07,Broward County,110,167,1.518181818181818,3092,3353,3319,3732,0.43687929717341484,0.3989024505629672,0.45452493793726023,0.3954086681179497,0.5631207028265852,0.6010975494370328,0.5,0.5,58.210912613180895,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE,1339,1078,1734,1321,2014,1998,ok
ca351c04cfabaae40cb77059ef799f4a,2023-06,2023-07,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-06,2023-07,Palm Beach County,3,0,,180,0,179,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,180,0,179,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-07,2023-08,Broward County,167,170,1.0179640718562875,3353,4170,3732,4548,0.5141677461139896,0.46571633351915265,0.4559705825430617,0.4017267648552565,0.48583225388601037,0.5342836664808474,0.5,0.5,51.005796018342885,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE,1814,997,2175,1359,2356,2373,ok
ca351c04cfabaae40cb77059ef799f4a,2023-07,2023-08,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-07,2023-08,Palm Beach County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-08,2023-09,Broward County,170,110,1.5454545454545454,4170,2672,4548,2940,0.40416809019473865,0.37167541927833303,0.3917819365337673,0.34821750090025205,0.5958319098052614,0.628324580721667,0.5,0.5,61.207824526346414,HIGH,high_coverage_balanced,MODERATE RELATIVE CHANGE,746,2244,1006,2614,1926,1934,ok
ca351c04cfabaae40cb77059ef799f4a,2023-08,2023-09,Miami-Dade County,0,1,,0,120,0,119,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,120,0,119,0,0,0,month_a_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-08,2023-09,Palm Beach County,0,2,,0,70,0,68,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,70,0,68,0,0,0,month_a_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-09,2023-10,Broward County,110,153,1.3909090909090909,2672,3571,2940,3963,0.44005224205485416,0.4043433298862461,0.47763313609467456,0.42329896907216497,0.5599477579451458,0.5956566701137539,0.5,0.5,57.78022140294499,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE,1553,654,1910,887,2018,2053,ok
ca351c04cfabaae40cb77059ef799f4a,2023-09,2023-10,Miami-Dade County,1,0,,120,0,119,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,120,0,119,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-09,2023-10,Palm Beach County,2,1,2.0,70,169,68,168,0.2513089005235602,0.2356020942408377,0.2513089005235602,0.2356020942408377,0.7486910994764397,0.7643979057591623,0.5,0.5,75.6544502617801,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context,121,22,123,23,48,45,low_trip_count_month
ca351c04cfabaae40cb77059ef799f4a,2023-10,2023-11,Broward County,153,103,1.4854368932038835,3571,2189,3963,2440,0.30521709284365883,0.27879771155324057,0.25462862121542146,0.2361003861003861,0.6947829071563412,0.7212022884467595,0.5,0.5,70.79925978015503,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE,1020,2402,1217,2740,1169,1223,ok
ca351c04cfabaae40cb77059ef799f4a,2023-10,2023-11,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-10,2023-11,Palm Beach County,1,0,,169,0,168,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,169,0,168,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-11,2023-12,Broward County,103,110,1.0679611650485437,2189,2984,2440,3174,0.38777360445538145,0.34897435897435897,0.3073035127621936,0.27852425415622867,0.6122263955446186,0.651025641025641,0.5,0.5,63.162601828512976,HIGH,high_coverage_balanced,MODERATE RELATIVE CHANGE,1768,973,1951,1217,1216,1223,ok
ca351c04cfabaae40cb77059ef799f4a,2023-11,2023-12,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-11,2023-12,Palm Beach County,0,1,,0,72,0,71,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,72,0,71,0,0,0,month_a_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-12,2024-01,Broward County,110,109,1.0091743119266054,2984,2990,3174,3181,0.3395855042260044,0.3103448275862069,0.38287037037037036,0.33676903660075724,0.6604144957739956,0.6896551724137931,0.5,0.5,67.50348340938943,HIGH,high_coverage_balanced,MODERATE RELATIVE CHANGE,1336,1330,1580,1573,1654,1601,ok
ca351c04cfabaae40cb77059ef799f4a,2023-12,2024-01,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2023-12,2024-01,Palm Beach County,1,1,1.0,72,184,71,183,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context,184,72,183,71,0,0,low_trip_count_month
ca351c04cfabaae40cb77059ef799f4a,2024-01,2024-02,Broward County,109,61,1.7868852459016393,2990,1667,3181,1815,0.22616323417238748,0.20814249363867685,0.27729018102029623,0.25370138017565874,0.7738367658276125,0.7918575063613231,0.5,0.5,78.28471360944678,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE,656,1979,804,2170,1011,1011,ok
ca351c04cfabaae40cb77059ef799f4a,2024-01,2024-02,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-01,2024-02,Palm Beach County,1,1,1.0,184,184,183,183,0.9368421052631579,0.8391959798994975,0.9368421052631579,0.8391959798994975,0.06315789473684208,0.16080402010050254,0.5,0.5,11.198095741867231,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context,6,6,16,16,178,167,low_trip_count_month
ca351c04cfabaae40cb77059ef799f4a,2024-02,2024-03,Broward County,61,56,1.0892857142857142,1667,1744,1815,1836,0.28020265003897116,0.2514009661835749,0.36713426853707415,0.32330554548749546,0.7197973499610288,0.7485990338164251,0.5,0.5,73.41981918887271,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE,828,751,944,923,916,892,ok
ca351c04cfabaae40cb77059ef799f4a,2024-02,2024-03,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-02,2024-03,Palm Beach County,1,0,,184,0,183,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,184,0,183,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-03,2024-04,Broward County,56,124,2.2142857142857144,1744,2474,1836,2765,0.2275118358758548,0.20945502298095864,0.277794607694638,0.24553329723876557,0.7724881641241452,0.7905449770190414,0.5,0.5,78.15165705715933,MEDIUM,trip_count_ratio_gt_2,HIGH RELATIVE CHANGE,1557,827,1858,929,917,907,ok
ca351c04cfabaae40cb77059ef799f4a,2024-03,2024-04,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-03,2024-04,Palm Beach County,0,2,,0,77,0,75,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,77,0,75,0,0,0,month_a_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-04,2024-05,Broward County,124,54,2.2962962962962963,2474,1591,2765,1675,0.25517048630519845,0.23743016759776536,0.29211697393515573,0.2585034013605442,0.7448295136948015,0.7625698324022346,0.5,0.5,75.36996730485181,MEDIUM,trip_count_ratio_gt_2,HIGH RELATIVE CHANGE,672,1555,763,1853,919,912,ok
ca351c04cfabaae40cb77059ef799f4a,2024-04,2024-05,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-04,2024-05,Palm Beach County,2,0,,77,0,75,0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE,0,77,0,75,0,0,month_b_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-05,2024-06,Broward County,54,62,1.1481481481481481,1591,1669,1675,1776,0.4530633710228767,0.405974025974026,0.48047229791099,0.4160853508411982,0.5469366289771234,0.594025974025974,0.5,0.5,57.04813015015486,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE,611,533,762,661,1058,1014,ok
ca351c04cfabaae40cb77059ef799f4a,2024-05,2024-06,Miami-Dade County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
ca351c04cfabaae40cb77059ef799f4a,2024-05,2024-06,Palm Beach County,0,0,,0,0,0,0,,,,,,,0.5,0.5,,LOW,both_months_no_trips,NO COMPARISON,0,0,0,0,0,0,both_months_no_trips
